NOC,Year,Sport,sport_num_athletes,sport_medal_gold,sport_medal_silver,sport_medal_bronze,sport_num_female_athletes,sport_num_male_athletes,num_games_sports_each_year,rank_country_year,total_gold_country_year,total_silver_country_year,total_bronze_country_year,total_medal_country_year,total_athelete_country_year,host_status,future_host_status
Australia,2008,Taekwondo,4,0,0,0,2,2,8,6,14,15,17,46,432,0,0
Australia,2008,Table Tennis,6,0,0,0,3,3,4,6,14,15,17,46,432,0,0
Australia,2008,Synchronized Swimming,9,0,0,0,9,0,0,6,14,15,17,46,432,0,0
Australia,2008,Swimming,43,19,13,22,23,20,0,6,14,15,17,46,432,0,0
Australia,2008,Softball,15,0,0,15,15,0,1,6,14,15,17,46,432,0,0
Mexico,2008,Triathlon,2,0,0,0,1,1,2,36,2,0,2,4,83,0,0
Australia,2008,Shooting,17,0,0,1,6,11,15,6,14,15,17,46,432,0,0
Chile,2008,Rowing,2,0,0,0,1,1,14,72,0,1,0,1,26,0,0
Ghana,2008,Athletics,3,0,0,0,1,2,47,0,0,0,0,0,9,0,0
Mexico,2008,Synchronized Swimming,2,0,0,0,2,0,0,36,2,0,2,4,83,0,0
Mexico,2008,Table Tennis,1,0,0,0,1,0,4,36,2,0,2,4,83,0,0
Mexico,2008,Taekwondo,3,2,0,0,1,2,8,36,2,0,2,4,83,0,0
Greece,2008,Gymnastics,2,0,0,0,1,1,18,60,0,2,1,3,152,0,0
Greece,2008,Diving,1,0,0,0,1,0,0,60,0,2,1,3,152,0,0
Greece,2008,Cycling,4,0,0,0,0,4,18,60,0,2,1,3,152,0,0
Greece,2008,Canoeing,3,0,0,0,1,2,16,60,0,2,1,3,152,0,0
Greece,2008,Boxing,2,0,0,0,0,2,11,60,0,2,1,3,152,0,0
Greece,2008,Beach Volleyball,4,0,0,0,4,0,0,60,0,2,1,3,152,0,0
Greece,2008,Basketball,12,0,0,0,0,12,2,60,0,2,1,3,152,0,0
Greece,2008,Athletics,32,0,0,1,19,13,47,60,0,2,1,3,152,0,0
Greece,2008,Archery,2,0,0,0,2,0,4,60,0,2,1,3,152,0,0
Chile,2008,Athletics,6,0,0,0,1,5,47,72,0,1,0,1,26,0,0
Chile,2008,Canoeing,1,0,0,0,0,1,16,72,0,1,0,1,26,0,0
Chile,2008,Cycling,5,0,0,0,1,4,18,72,0,1,0,1,26,0,0
Chile,2008,Equestrianism,1,0,0,0,0,1,0,72,0,1,0,1,26,0,0
Chile,2008,Fencing,1,0,0,0,0,1,10,72,0,1,0,1,26,0,0
Chile,2008,Judo,1,0,0,0,0,1,14,72,0,1,0,1,26,0,0
Ghana,2008,Boxing,6,0,0,0,0,6,11,0,0,0,0,0,9,0,0
Chile,2008,Modern Pentathlon,1,0,0,0,0,1,2,72,0,1,0,1,26,0,0
Germany,2008,Basketball,12,0,0,0,0,12,2,5,16,11,14,41,420,0,0
Australia,2008,Sailing,17,4,2,0,7,10,11,6,14,15,17,46,432,0,0
Australia,2008,Rhythmic Gymnastics,1,0,0,0,1,0,0,6,14,15,17,46,432,0,0
Germany,2008,Hockey,33,17,0,0,16,17,0,5,16,11,14,41,420,0,0
Germany,2008,Handball,29,0,0,0,14,15,2,5,16,11,14,41,420,0,0
Germany,2008,Gymnastics,12,0,1,1,6,6,18,5,16,11,14,41,420,0,0
Germany,2008,Football,16,0,0,16,16,0,2,5,16,11,14,41,420,0,0
Germany,2008,Fencing,9,2,0,0,6,3,10,5,16,11,14,41,420,0,0
Germany,2008,Equestrianism,12,9,1,1,5,7,0,5,16,11,14,41,420,0,0
Germany,2008,Diving,9,0,2,2,6,3,0,5,16,11,14,41,420,0,0
Germany,2008,Cycling,20,1,1,3,6,14,18,5,16,11,14,41,420,0,0
Germany,2008,Canoeing,22,7,4,7,5,17,16,5,16,11,14,41,420,0,0
Germany,2008,Boxing,4,0,0,0,0,4,11,5,16,11,14,41,420,0,0
Australia,2008,Modern Pentathlon,1,0,0,0,1,0,2,6,14,15,17,46,432,0,0
Australia,2008,Judo,13,0,0,0,6,7,14,6,14,15,17,46,432,0,0
Australia,2008,Hockey,33,0,0,17,16,17,0,6,14,15,17,46,432,0,0
Australia,2008,Gymnastics,7,0,0,0,6,1,18,6,14,15,17,46,432,0,0
Australia,2008,Football,17,0,0,0,0,17,2,6,14,15,17,46,432,0,0
Australia,2008,Fencing,2,0,0,0,2,0,10,6,14,15,17,46,432,0,0
Australia,2008,Equestrianism,12,0,5,0,6,6,0,6,14,15,17,46,432,0,0
Australia,2008,Diving,9,1,2,0,5,4,0,6,14,15,17,46,432,0,0
Australia,2008,Cycling,28,0,1,0,8,20,18,6,14,15,17,46,432,0,0
Germany,2008,Judo,11,1,0,0,7,4,14,5,16,11,14,41,420,0,0
Australia,2008,Rowing,48,4,4,0,20,28,14,6,14,15,17,46,432,0,0
Germany,2008,Modern Pentathlon,4,1,0,0,2,2,2,5,16,11,14,41,420,0,0
Germany,2008,Sailing,12,0,0,2,6,6,11,5,16,11,14,41,420,0,0
Germany,2008,Wrestling,7,0,1,0,2,5,18,5,16,11,14,41,420,0,0
Germany,2008,Weightlifting,5,1,0,0,1,4,15,5,16,11,14,41,420,0,0
Germany,2008,Water Polo,12,0,0,0,0,12,0,5,16,11,14,41,420,0,0
Germany,2008,Volleyball,12,0,0,0,0,12,4,5,16,11,14,41,420,0,0
Germany,2008,Triathlon,6,1,0,0,3,3,2,5,16,11,14,41,420,0,0
Germany,2008,Trampolining,2,0,0,0,1,1,0,5,16,11,14,41,420,0,0
Germany,2008,Tennis,2,0,0,0,0,2,4,5,16,11,14,41,420,0,0
Germany,2008,Taekwondo,4,0,0,0,2,2,8,5,16,11,14,41,420,0,0
Germany,2008,Table Tennis,6,0,3,0,3,3,4,5,16,11,14,41,420,0,0
Germany,2008,Swimming,25,2,0,1,14,11,0,5,16,11,14,41,420,0,0
Moldova,2008,Athletics,14,0,0,0,6,8,47,82,0,0,1,1,29,0,0
Moldova,2008,Boxing,2,0,0,1,0,2,11,82,0,0,1,1,29,0,0
Moldova,2008,Cycling,1,0,0,0,0,1,18,82,0,0,1,1,29,0,0
Moldova,2008,Judo,1,0,0,0,0,1,14,82,0,0,1,1,29,0,0
Moldova,2008,Shooting,1,0,0,0,0,1,15,82,0,0,1,1,29,0,0
Moldova,2008,Swimming,3,0,0,0,1,2,0,82,0,0,1,1,29,0,0
Moldova,2008,Weightlifting,5,0,0,0,0,5,15,82,0,0,1,1,29,0,0
Moldova,2008,Wrestling,2,0,0,0,1,1,18,82,0,0,1,1,29,0,0
Germany,2008,Shooting,18,0,1,3,7,11,15,5,16,11,14,41,420,0,0
Germany,2008,Rowing,48,0,2,4,17,31,14,5,16,11,14,41,420,0,0
Iceland,2008,Athletics,3,0,0,0,2,1,47,72,0,1,0,1,27,0,0
Iceland,2008,Badminton,1,0,0,0,1,0,5,72,0,1,0,1,27,0,0
Iceland,2008,Handball,14,0,14,0,0,14,2,72,0,1,0,1,27,0,0
Italy,2008,Synchronized Swimming,2,0,0,0,2,0,0,9,8,9,10,27,333,0,0
Italy,2008,Swimming,34,1,1,0,13,21,0,9,8,9,10,27,333,0,0
Italy,2008,Shooting,15,1,2,0,4,11,15,9,8,9,10,27,333,0,0
Italy,2008,Sailing,18,0,1,1,7,11,11,9,8,9,10,27,333,0,0
Italy,2008,Rowing,20,0,4,0,3,17,14,9,8,9,10,27,333,0,0
Italy,2008,Rhythmic Gymnastics,6,0,0,0,6,0,0,9,8,9,10,27,333,0,0
Italy,2008,Modern Pentathlon,4,0,0,0,2,2,2,9,8,9,10,27,333,0,0
Italy,2008,Judo,8,1,0,0,4,4,14,9,8,9,10,27,333,0,0
Italy,2008,Gymnastics,12,0,0,0,6,6,18,9,8,9,10,27,333,0,0
Italy,2008,Football,19,0,0,0,0,19,2,9,8,9,10,27,333,0,0
Italy,2008,Fencing,16,2,0,14,6,10,10,9,8,9,10,27,333,0,0
Italy,2008,Equestrianism,6,0,0,0,2,4,0,9,8,9,10,27,333,0,0
Italy,2008,Diving,8,0,0,0,5,3,0,9,8,9,10,27,333,0,0
Italy,2008,Cycling,15,0,0,1,4,11,18,9,8,9,10,27,333,0,0
Italy,2008,Canoeing,16,0,1,2,6,10,16,9,8,9,10,27,333,0,0
Italy,2008,Boxing,6,1,1,1,0,6,11,9,8,9,10,27,333,0,0
Italy,2008,Beach Volleyball,2,0,0,0,0,2,0,9,8,9,10,27,333,0,0
Belarus,2008,Judo,4,0,0,0,0,4,14,24,3,4,7,14,177,0,0
Belarus,2008,Gymnastics,7,0,0,0,1,6,18,24,3,4,7,14,177,0,0
Italy,2008,Table Tennis,3,0,0,0,2,1,4,9,8,9,10,27,333,0,0
Belarus,2008,Fencing,3,0,0,0,0,3,10,24,3,4,7,14,177,0,0
Italy,2008,Taekwondo,3,0,1,0,1,2,8,9,8,9,10,27,333,0,0
Italy,2008,Trampolining,1,0,0,0,0,1,0,9,8,9,10,27,333,0,0
Kazakhstan,2008,Weightlifting,8,1,2,1,3,5,15,29,2,3,4,9,130,0,0
Kazakhstan,2008,Wrestling,16,0,1,4,4,12,18,29,2,3,4,9,130,0,0
Belarus,2008,Wrestling,9,0,0,2,2,7,18,24,3,4,7,14,177,0,0
Belarus,2008,Weightlifting,10,1,1,1,4,6,15,24,3,4,7,14,177,0,0
Belarus,2008,Trampolining,2,0,0,0,1,1,0,24,3,4,7,14,177,0,0
Belarus,2008,Tennis,5,0,0,0,4,1,4,24,3,4,7,14,177,0,0
Belarus,2008,Table Tennis,4,0,0,0,3,1,4,24,3,4,7,14,177,0,0
Belarus,2008,Synchronized Swimming,2,0,0,0,2,0,0,24,3,4,7,14,177,0,0
Belarus,2008,Swimming,8,0,0,0,3,5,0,24,3,4,7,14,177,0,0
Belarus,2008,Shooting,8,0,0,0,2,6,15,24,3,4,7,14,177,0,0
Belarus,2008,Sailing,4,0,0,0,1,3,11,24,3,4,7,14,177,0,0
Belarus,2008,Rowing,13,0,0,3,3,10,14,24,3,4,7,14,177,0,0
Belarus,2008,Rhythmic Gymnastics,8,0,1,6,8,0,0,24,3,4,7,14,177,0,0
Belarus,2008,Modern Pentathlon,4,0,0,0,2,2,2,24,3,4,7,14,177,0,0
Italy,2008,Wrestling,2,1,0,0,0,2,18,9,8,9,10,27,333,0,0
Italy,2008,Weightlifting,4,0,0,0,1,3,15,9,8,9,10,27,333,0,0
Italy,2008,Water Polo,25,0,0,0,13,12,0,9,8,9,10,27,333,0,0
Italy,2008,Volleyball,24,0,0,0,12,12,4,9,8,9,10,27,333,0,0
Italy,2008,Triathlon,4,0,0,0,2,2,2,9,8,9,10,27,333,0,0
Italy,2008,Tennis,8,0,0,0,5,3,4,9,8,9,10,27,333,0,0
Kazakhstan,2008,Volleyball,12,0,0,0,12,0,4,29,2,3,4,9,130,0,0
Belarus,2008,Equestrianism,3,0,0,0,2,1,0,24,3,4,7,14,177,0,0
Belarus,2008,Cycling,5,0,0,0,1,4,18,24,3,4,7,14,177,0,0
Bahrain,2008,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,14,0,0
Bahrain,2008,Athletics,11,0,0,0,2,9,47,0,0,0,0,0,14,0,0
Israel,2008,Tennis,4,0,0,0,2,2,4,82,0,0,1,1,43,0,0
Bahamas,2008,Tennis,2,0,0,0,0,2,4,68,0,1,1,2,25,0,0
Bahamas,2008,Swimming,4,0,0,0,2,2,0,68,0,1,1,2,25,0,0
Bahamas,2008,Boxing,1,0,0,0,0,1,11,68,0,1,1,2,25,0,0
Bahamas,2008,Athletics,18,0,6,1,7,11,47,68,0,1,1,2,25,0,0
Israel,2008,Taekwondo,1,0,0,0,1,0,8,82,0,0,1,1,43,0,0
Israel,2008,Synchronized Swimming,2,0,0,0,2,0,0,82,0,0,1,1,43,0,0
Israel,2008,Swimming,7,0,0,0,1,6,0,82,0,0,1,1,43,0,0
Israel,2008,Shooting,3,0,0,0,0,3,15,82,0,0,1,1,43,0,0
Israel,2008,Sailing,7,0,0,1,4,3,11,82,0,0,1,1,43,0,0
Israel,2008,Rhythmic Gymnastics,7,0,0,0,7,0,0,82,0,0,1,1,43,0,0
Israel,2008,Judo,3,0,0,0,1,2,14,82,0,0,1,1,43,0,0
Israel,2008,Gymnastics,1,0,0,0,0,1,18,82,0,0,1,1,43,0,0
Kenya,2008,Athletics,37,6,4,5,17,20,47,13,6,4,6,16,46,0,0
Kenya,2008,Boxing,4,0,0,0,0,4,11,13,6,4,6,16,46,0,0
Kenya,2008,Rowing,1,0,0,0,0,1,14,13,6,4,6,16,46,0,0
Kenya,2008,Swimming,2,0,0,0,0,2,0,13,6,4,6,16,46,0,0
Bahrain,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,14,0,0
Belarus,2008,Diving,4,0,0,0,1,3,0,24,3,4,7,14,177,0,0
Botswana,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,11,0,0
Botswana,2008,Athletics,7,0,0,0,1,6,47,0,0,0,0,0,11,0,0
Belarus,2008,Canoeing,8,6,0,2,1,7,16,24,3,4,7,14,177,0,0
Belarus,2008,Boxing,4,0,0,0,0,4,11,24,3,4,7,14,177,0,0
Belarus,2008,Basketball,12,0,0,0,12,0,2,24,3,4,7,14,177,0,0
Belarus,2008,Badminton,1,0,0,0,1,0,5,24,3,4,7,14,177,0,0
Belarus,2008,Athletics,47,1,3,2,29,18,47,24,3,4,7,14,177,0,0
Belarus,2008,Archery,2,0,0,0,1,1,4,24,3,4,7,14,177,0,0
Barbados,2008,Swimming,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0
Barbados,2008,Sailing,1,0,0,0,0,1,11,0,0,0,0,0,8,0,0
Barbados,2008,Athletics,3,0,0,0,1,2,47,0,0,0,0,0,8,0,0
Italy,2008,Badminton,1,0,0,0,1,0,5,9,8,9,10,27,333,0,0
Italy,2008,Athletics,45,1,0,1,20,25,47,9,8,9,10,27,333,0,0
Italy,2008,Archery,6,0,3,0,3,3,4,9,8,9,10,27,333,0,0
Bosnia and Herzegovina,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,5,0,0
Bosnia and Herzegovina,2008,Judo,1,0,0,0,0,1,14,0,0,0,0,0,5,0,0
Bosnia and Herzegovina,2008,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,5,0,0
Bosnia and Herzegovina,2008,Swimming,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
Bangladesh,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0
Bangladesh,2008,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,5,0,0
Bangladesh,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,5,0,0
Botswana,2008,Boxing,2,0,0,0,0,2,11,0,0,0,0,0,11,0,0
Kenya,2008,Taekwondo,2,0,0,0,1,1,8,13,6,4,6,16,46,0,0
Kazakhstan,2008,Triathlon,1,0,0,0,0,1,2,29,2,3,4,9,130,0,0
Kazakhstan,2008,Table Tennis,1,0,0,0,1,0,4,29,2,3,4,9,130,0,0
Japan,2008,Cycling,14,0,0,1,4,10,18,8,9,8,8,25,332,0,0
Japan,2008,Canoeing,9,0,0,0,5,4,16,8,9,8,8,25,332,0,0
Japan,2008,Boxing,2,0,0,0,0,2,11,8,9,8,8,25,332,0,0
Japan,2008,Beach Volleyball,4,0,0,0,2,2,0,8,9,8,8,25,332,0,0
Japan,2008,Baseball,24,0,0,0,0,24,1,8,9,8,8,25,332,0,0
Japan,2008,Badminton,10,0,0,0,5,5,5,8,9,8,8,25,332,0,0
Japan,2008,Archery,5,0,0,0,3,2,4,8,9,8,8,25,332,0,0
Belize,2008,Athletics,3,0,0,0,1,2,47,0,0,0,0,0,4,0,0
Belize,2008,Taekwondo,1,0,0,0,0,1,8,0,0,0,0,0,4,0,0
Benin,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,5,0,0
Benin,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0
Benin,2008,Taekwondo,1,0,0,0,0,1,8,0,0,0,0,0,5,0,0
Belgium,2008,Weightlifting,1,0,0,0,0,1,15,37,2,0,0,2,94,0,0
Belgium,2008,Triathlon,2,0,0,0,0,2,2,37,2,0,0,2,94,0,0
Belgium,2008,Tennis,2,0,0,0,0,2,4,37,2,0,0,2,94,0,0
Belgium,2008,Table Tennis,1,0,0,0,0,1,4,37,2,0,0,2,94,0,0
Belgium,2008,Swimming,7,0,0,0,1,6,0,37,2,0,0,2,94,0,0
Belgium,2008,Sailing,3,0,0,0,2,1,11,37,2,0,0,2,94,0,0
Belgium,2008,Rowing,3,0,0,0,0,3,14,37,2,0,0,2,94,0,0
Japan,2008,Diving,2,0,0,0,1,1,0,8,9,8,8,25,332,0,0
Belgium,2008,Judo,3,0,0,0,2,1,14,37,2,0,0,2,94,0,0
Japan,2008,Equestrianism,6,0,0,0,2,4,0,8,9,8,8,25,332,0,0
Japan,2008,Football,34,0,0,0,17,17,2,8,9,8,8,25,332,0,0
Japan,2008,Wrestling,10,2,2,2,4,6,18,8,9,8,8,25,332,0,0
Japan,2008,Weightlifting,6,0,0,0,3,3,15,8,9,8,8,25,332,0,0
Japan,2008,Volleyball,24,0,0,0,12,12,4,8,9,8,8,25,332,0,0
Japan,2008,Triathlon,5,0,0,0,3,2,2,8,9,8,8,25,332,0,0
Japan,2008,Trampolining,3,0,0,0,1,2,0,8,9,8,8,25,332,0,0
Japan,2008,Tennis,3,0,0,0,2,1,4,8,9,8,8,25,332,0,0
Japan,2008,Taekwondo,1,0,0,0,1,0,8,8,9,8,8,25,332,0,0
Japan,2008,Table Tennis,6,0,0,0,3,3,4,8,9,8,8,25,332,0,0
Japan,2008,Synchronized Swimming,9,0,0,2,9,0,0,8,9,8,8,25,332,0,0
Japan,2008,Swimming,31,2,0,6,15,16,0,8,9,8,8,25,332,0,0
Japan,2008,Softball,15,15,0,0,15,0,1,8,9,8,8,25,332,0,0
Japan,2008,Shooting,5,0,0,0,2,3,15,8,9,8,8,25,332,0,0
Japan,2008,Sailing,9,0,0,0,3,6,11,8,9,8,8,25,332,0,0
Japan,2008,Rowing,4,0,0,0,2,2,14,8,9,8,8,25,332,0,0
Japan,2008,Rhythmic Gymnastics,6,0,0,0,6,0,0,8,9,8,8,25,332,0,0
Japan,2008,Modern Pentathlon,1,0,0,0,0,1,2,8,9,8,8,25,332,0,0
Japan,2008,Judo,14,4,1,2,7,7,14,8,9,8,8,25,332,0,0
Japan,2008,Hockey,14,0,0,0,14,0,0,8,9,8,8,25,332,0,0
Japan,2008,Gymnastics,12,0,7,0,6,6,18,8,9,8,8,25,332,0,0
Japan,2008,Fencing,7,0,1,0,3,4,10,8,9,8,8,25,332,0,0
Kazakhstan,2008,Taekwondo,2,0,0,1,1,1,8,29,2,3,4,9,130,0,0
Belgium,2008,Hockey,16,0,0,0,0,16,0,37,2,0,0,2,94,0,0
Belgium,2008,Football,19,0,0,0,0,19,2,37,2,0,0,2,94,0,0
Bolivia,2008,Weightlifting,1,0,0,0,1,0,15,0,0,0,0,0,7,0,0
Jordan,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,7,0,0
Jordan,2008,Equestrianism,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0
Jordan,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,7,0,0
Jordan,2008,Table Tennis,1,0,0,0,1,0,4,0,0,0,0,0,7,0,0
Jordan,2008,Taekwondo,1,0,0,0,1,0,8,0,0,0,0,0,7,0,0
Kazakhstan,2008,Archery,1,0,0,0,1,0,4,29,2,3,4,9,130,0,0
Kazakhstan,2008,Athletics,19,0,0,0,12,7,47,29,2,3,4,9,130,0,0
Kazakhstan,2008,Boxing,10,1,0,1,0,10,11,29,2,3,4,9,130,0,0
Kazakhstan,2008,Canoeing,7,0,0,0,1,6,16,29,2,3,4,9,130,0,0
Kazakhstan,2008,Cycling,3,0,0,0,1,2,18,29,2,3,4,9,130,0,0
Kazakhstan,2008,Handball,14,0,0,0,14,0,2,29,2,3,4,9,130,0,0
Kazakhstan,2008,Judo,10,0,1,0,6,4,14,29,2,3,4,9,130,0,0
Kazakhstan,2008,Modern Pentathlon,2,0,0,0,2,0,2,29,2,3,4,9,130,0,0
Kazakhstan,2008,Rhythmic Gymnastics,1,0,0,0,1,0,0,29,2,3,4,9,130,0,0
Kazakhstan,2008,Rowing,3,0,0,0,3,0,14,29,2,3,4,9,130,0,0
Kazakhstan,2008,Shooting,6,0,0,0,3,3,15,29,2,3,4,9,130,0,0
Kazakhstan,2008,Swimming,12,0,0,0,3,9,0,29,2,3,4,9,130,0,0
Kazakhstan,2008,Synchronized Swimming,2,0,0,0,2,0,0,29,2,3,4,9,130,0,0
Bolivia,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,7,0,0
Belgium,2008,Gymnastics,2,0,0,0,1,1,18,37,2,0,0,2,94,0,0
Bolivia,2008,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,7,0,0
Bolivia,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,7,0,0
Belgium,2008,Equestrianism,3,0,0,0,1,2,0,37,2,0,0,2,94,0,0
Belgium,2008,Cycling,11,0,0,0,1,10,18,37,2,0,0,2,94,0,0
Belgium,2008,Canoeing,2,0,0,0,0,2,16,37,2,0,0,2,94,0,0
Belgium,2008,Beach Volleyball,2,0,0,0,2,0,0,37,2,0,0,2,94,0,0
Belgium,2008,Athletics,17,1,4,0,7,10,47,37,2,0,0,2,94,0,0
Jamaica,2008,Swimming,3,0,0,0,2,1,0,15,5,4,2,11,50,0,0
Jamaica,2008,Equestrianism,1,0,0,0,1,0,0,15,5,4,2,11,50,0,0
Jamaica,2008,Cycling,1,0,0,0,0,1,18,15,5,4,2,11,50,0,0
Jamaica,2008,Athletics,45,5,3,6,24,21,47,15,5,4,2,11,50,0,0
Ivory Coast,2008,Taekwondo,2,0,0,0,1,1,8,0,0,0,0,0,0,0,0
Ivory Coast,2008,Swimming,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ivory Coast,2008,Football,16,0,0,0,0,16,2,0,0,0,0,0,0,0,0
Ivory Coast,2008,Canoeing,1,0,0,0,0,1,16,0,0,0,0,0,0,0,0
Ivory Coast,2008,Athletics,1,0,0,0,1,0,47,0,0,0,0,0,0,0,0
Bermuda,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,6,0,0
Bermuda,2008,Equestrianism,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0
Bermuda,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Bermuda,2008,Triathlon,1,0,0,0,1,0,2,0,0,0,0,0,6,0,0
Bhutan,2008,Archery,2,0,0,0,1,1,4,0,0,0,0,0,2,0,0
Bolivia,2008,Cycling,1,0,0,0,0,1,18,0,0,0,0,0,7,0,0
France,2008,Trampolining,1,0,0,0,0,1,0,10,7,16,20,43,309,0,0
Israel,2008,Fencing,3,0,0,0,2,1,10,82,0,0,1,1,43,0,0
Israel,2008,Athletics,4,0,0,0,0,4,47,82,0,0,1,1,43,0,0
Austria,2008,Triathlon,4,0,0,0,3,1,2,64,0,1,2,3,70,0,0
Austria,2008,Tennis,3,0,0,0,1,2,4,64,0,1,2,3,70,0,0
Austria,2008,Table Tennis,6,0,0,0,3,3,4,64,0,1,2,3,70,0,0
Austria,2008,Synchronized Swimming,2,0,0,0,2,0,0,64,0,1,2,3,70,0,0
Austria,2008,Swimming,12,0,0,1,4,8,0,64,0,1,2,3,70,0,0
Burkina Faso,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,6,0,0
Burkina Faso,2008,Fencing,1,0,0,0,0,1,10,0,0,0,0,0,6,0,0
Lebanon,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,6,0,0
Lebanon,2008,Judo,1,0,0,0,0,1,14,0,0,0,0,0,6,0,0
Lebanon,2008,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,6,0,0
Lebanon,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Burkina Faso,2008,Judo,1,0,0,0,1,0,14,0,0,0,0,0,6,0,0
Burkina Faso,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Burundi,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,3,0,0
Burundi,2008,Swimming,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0
Cambodia,2008,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,4,0,0
Cambodia,2008,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0
Lesotho,2008,Athletics,4,0,0,0,1,3,47,0,0,0,0,0,5,0,0
Lesotho,2008,Boxing,1,0,0,0,0,1,11,0,0,0,0,0,5,0,0
Indonesia,2008,Archery,2,0,0,0,2,0,4,40,1,1,4,6,24,0,0
India,2008,Wrestling,3,0,0,1,0,3,18,51,1,0,2,3,53,0,0
Indonesia,2008,Athletics,2,0,0,0,1,1,47,40,1,1,4,6,24,0,0
Indonesia,2008,Sailing,1,0,0,0,0,1,11,40,1,1,4,6,24,0,0
Latvia,2008,Athletics,16,0,1,0,5,11,47,46,1,1,1,3,47,0,0
Latvia,2008,Basketball,12,0,0,0,12,0,2,46,1,1,1,3,47,0,0
Latvia,2008,Beach Volleyball,2,0,0,0,0,2,0,46,1,1,1,3,47,0,0
Latvia,2008,Canoeing,3,0,0,0,0,3,16,46,1,1,1,3,47,0,0
Latvia,2008,Cycling,5,1,0,0,0,5,18,46,1,1,1,3,47,0,0
Latvia,2008,Judo,2,0,0,0,0,2,14,46,1,1,1,3,47,0,0
Latvia,2008,Modern Pentathlon,2,0,0,0,1,1,2,46,1,1,1,3,47,0,0
Latvia,2008,Shooting,1,0,0,0,0,1,15,46,1,1,1,3,47,0,0
Latvia,2008,Swimming,2,0,0,0,0,2,0,46,1,1,1,3,47,0,0
Latvia,2008,Tennis,1,0,0,0,0,1,4,46,1,1,1,3,47,0,0
Latvia,2008,Weightlifting,1,0,0,1,0,1,15,46,1,1,1,3,47,0,0
Iran,2008,Boxing,3,0,0,0,0,3,11,52,1,0,1,2,54,0,0
Iran,2008,Basketball,12,0,0,0,0,12,2,52,1,0,1,2,54,0,0
Iran,2008,Badminton,1,0,0,0,0,1,5,52,1,0,1,2,54,0,0
Iran,2008,Athletics,6,0,0,0,0,6,47,52,1,0,1,2,54,0,0
Iran,2008,Archery,2,0,0,0,1,1,4,52,1,0,1,2,54,0,0
Indonesia,2008,Weightlifting,5,0,0,2,1,4,15,40,1,1,4,6,24,0,0
Indonesia,2008,Swimming,2,0,0,0,1,1,0,40,1,1,4,6,24,0,0
Indonesia,2008,Shooting,1,0,0,0,1,0,15,40,1,1,4,6,24,0,0
Indonesia,2008,Badminton,11,2,2,1,3,8,5,40,1,1,4,6,24,0,0
Iran,2008,Cycling,3,0,0,0,0,3,18,52,1,0,1,2,54,0,0
India,2008,Tennis,4,0,0,0,2,2,4,51,1,0,2,3,53,0,0
India,2008,Swimming,4,0,0,0,0,4,0,51,1,0,2,3,53,0,0
Lithuania,2008,Canoeing,4,0,0,0,0,4,16,57,0,3,2,5,71,0,0
Lithuania,2008,Cycling,8,0,0,0,6,2,18,57,0,3,2,5,71,0,0
Lithuania,2008,Gymnastics,1,0,0,0,1,0,18,57,0,3,2,5,71,0,0
Lithuania,2008,Judo,1,0,0,0,0,1,14,57,0,3,2,5,71,0,0
Lithuania,2008,Modern Pentathlon,4,0,1,1,2,2,2,57,0,3,2,5,71,0,0
Lithuania,2008,Rowing,1,0,0,0,0,1,14,57,0,3,2,5,71,0,0
Lithuania,2008,Sailing,1,0,1,0,1,0,11,57,0,3,2,5,71,0,0
Lithuania,2008,Shooting,1,0,0,0,1,0,15,57,0,3,2,5,71,0,0
